DIVISION_NAME,DEPARTMENT_NAME,ART_SV_NAME,BARCODE,UOM,END_QTY,NORMAL_COST
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,กรรไกรCAT1428เอนกประสงค์8 3M,51135208335,,7,62.15
04 DRY FOOD,0480 PETS,JHไทยเทสต์ ข้าวเหนียวมะม่วง 60,8851759466058,g,10,36.4
02 HOME LINE,0240 HOME IMPROVEMEN,PANASONIC LED ULTRA 3W แสงขาว,6926580238418,pc,10,42.5
05 FRESH FOOD,0560 PERISHABLE,ส.ขอนแก่น หมูยอโบราณ150g,8850269018986,g,1,30.28
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_เบบี้สตาเอ็กตร้าสไปซี65ก,4902775074285,g,19,31.8
02 HOME LINE,0210 HOUSEWARE,3M อะไหล่ผ้าม็อบไมโครฯ2+1,8850304212270,pc,8,365
04 DRY FOOD,0420 SWEETED GROCE.2,โก๋แก่ถั่วลิสงฝักอบกรอบเค็ม90ก,8852023664750,g,11,14.956
05 FRESH FOOD,0560 PERISHABLE,WRF แหนมหมู 150 ก.,8853988003653,g,5,30
04 DRY FOOD,0472 PAPER,แคร์ฟรีบรีทเอเบิ้ลไม่หอม40ชิ้น,8850007335375,pc,13,50.333
02 HOME LINE,0210 HOUSEWARE,SEAGULLแก้ว มินิมอล 700ML PK,8850633616930,pc,12,237.52
02 HOME LINE,0220 HOME DECOR,BESICO ผ้าขนหนู MT 15X30 ชมพู,8859557143997,pc,25,50.4
04 DRY FOOD,0420 SWEETED GROCE.2,BITEE พัฟเค้กสอดไส้นม 204 กรัม,8857125840347,g,59,32.362
04 DRY FOOD,0460 HBA,ยิลเลตด้ามมีดด้ามเหลืองแพ็ค5+1,7702018017386,pc,5,67.94
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,รอตติ้ง ติ๊กกี้เรโทรเซตดินสอกด,3026982212535,pc,12,97.03
05 FRESH FOOD,0510 BUTCHERY,WRF เนื้อสันคอโคขุนสไลด์ 180ก.,2000007674332,pc,5,100
04 DRY FOOD,0460 HBA,บีไนซ์LQSปั้ม400มล P1+1 -ชมพู,8851989081762,mL,16,149.63
04 DRY FOOD,0432 SALTED GROCERY_SME,จั๊บจั๊บก๋วยจั๊บต้มยำกุ้ง 75ก.,8857124179035,g,73,18.318
04 DRY FOOD,0432 SALTED GROCERY_SME,ยกซดน้ำซุปแจ่วฮ้อน+น้ำจิ้ม130ก,8857200353359,g,37,36.5
04 DRY FOOD,0470 HOUSEHOLD,เปาซิลเวอร์นาโน 800 กรัม,8850002023062,g,4,75
04 DRY FOOD,0470 HOUSEHOLD,เอสเซนซักฟอกซูเปอพลัส1900 กรัม,8850002853430,kg,7,116.5
04 DRY FOOD,0461 FACE & COSMETICS,NAMIโซลชิคลิป#2บริคบราวน์,8858718650374,pc,9,29.76
04 DRY FOOD,0432 SALTED GROCERY_SME,ป้าละมัย ซอสผัดกะเพรา 50 กรัม,8857200654104,g,6,13.364
04 DRY FOOD,0470 HOUSEHOLD,ไฮยีนรีดเรียบมิลค์กี้ทัช 450มล,8850092220044,mL,28,11.26
05 FRESH FOOD,0560 PERISHABLE,วุ้นเส้นเกาหลีตราพ็อตโต้ 500ก,8857107981464,g,7,24.1
04 DRY FOOD,0460 HBA,ฟอลเลสแฮร์โทนิค80มล.,8850002019232,mL,6,121.666
02 HOME LINE,0210 HOUSEWARE,BESICO ตะกร้าจัดเก็บขาว 220,8851094046014,pc,7,90
06 PHARMACY,0620 OVER THE COUNTER,P_ดิออกไซม์ ชนิดหยด 15 มล,8851473005670,mL,3,38.94
02 HOME LINE,0240 HOME IMPROVEMEN,ริช หลอด13W อีโค่ไลฟ์ แสงวอร์ม,8859224201104,pc,10,27.48
05 FRESH FOOD,0560 PERISHABLE,ปูเทียมอัดแท่ง 500 กรัม,8850524013916,g,10,113.65
05 FRESH FOOD,0510 BUTCHERY,ST FZ เนื้อแดดเดียวโคขุน 500G,8859801800324,g,20,164.9
04 DRY FOOD,0460 HBA,ซิสเท็มมายาสีฟันสปริง140กP3,8850002041394,g,4,82.75
04 DRY FOOD,0460 HBA,โลแลนทรีตเมนต์มัลติไวตามิน 30G,8850460977099,g,8,8.07
04 DRY FOOD,0420 SWEETED GROCE.2,โรลเลอร์คอร์นรสพริกหยวก 65ก.,8852681011248,g,26,15.09
04 DRY FOOD,0470 HOUSEHOLD,ซันไลต์พลัสเนเจอร์แคร์700มลคู่,8851932474351,mL,13,80.82
06 PHARMACY,0630 WELL BEING,P_CERAVEเฟเชียลSPF50 1.75OZ,3337875814652,oz,4,451.4
05 FRESH FOOD,0560 PERISHABLE,ดัชชี่โยเกิตสตรอเบอรี่ 125*4ก,8851717021114,g,29,44.88
06 PHARMACY,0630 WELL BEING,P_เพรียว เซนซิทีฟเว็ทไวพ์ 80S,8858843205807,unit,34,21.5
04 DRY FOOD,0430 SALTED GROCERY,เด็กสมบูรณ์คีโตซีอิ๊วขาว300มล.,8850206253548,mL,12,52.336
02 HOME LINE,0210 HOUSEWARE,SUPER LOCKกล่องแก้วกลม950(1+1),8851251862150,pc,12,142
04 DRY FOOD,0460 HBA,แพรอทLQSออยอิน อินเทนซีฟ 400มล,8851929023715,mL,22,119.77
05 FRESH FOOD,0560 PERISHABLE,WRF ไข่เป็ดสด แพ็ค 20 ฟอง,2000008447546,pc,6,111
04 DRY FOOD,0461 FACE & COSMETICS,KA WHITE SPOT CREAM 45G.,8850822183014,g,13,84.39
02 HOME LINE,0230 RECREATION,BESICO กระเป๋าเป้ TP101น้ำเงิน,8854502035099,pc,3,139
04 DRY FOOD,0460 HBA,นีเวียเดอร์มาดีเฟนโรลออน50มลP2,8850029044675,mL,19,131.21
02 HOME LINE,0210 HOUSEWARE,BHPแก้วน้ำGPPS12OZ P10,8851590109237,pc,5,34
02 HOME LINE,0210 HOUSEWARE,BHP หลอดตรงใสยาว14.5ซม100เส้น,8850257110531,pc,12,6.07
06 PHARMACY,0620 OVER THE COUNTER,P_มวย สปองจ์ 40ML,8858467000284,mL,3,51.64
04 DRY FOOD,0410 SWEETED GROCE.1,แบรนด์รังนกแท้คลาสสิค70มลX6,8852001231011,mL,84,783.943
04 DRY FOOD,0440 BEVERAGE,ดอยคำน้ำมะม่วง๙๘.๓% 200 มลX4,8850773510365,mL,5,53.83
05 FRESH FOOD,0560 PERISHABLE,ดัชมิลล์ดีไลท์ธรรมชาติ 150มล*4,8851717901959,mL,5,28.98
02 HOME LINE,0230 RECREATION,*GSแบดเดี่ยวอลูกราไฟล์ปลอกครึ่ง,8850909721566,pc,5,239.58
05 FRESH FOOD,0530 PRODUCE,หน่อไม้รวก 300 กรัม,8858973700630,g,9,35
04 DRY FOOD,0460 HBA,กาล่า เนเจอร์อาร์แกนคอนดิ250,8852522234119,mL,20,33
04 DRY FOOD,0420 SWEETED GROCE.2,พิพ นูกัต คุ๊กกี้แอนด์ครีม 20ก,8859708307032,g,233,5.037
05 FRESH FOOD,0560 PERISHABLE,WRF หมูยอ75ก,8850269580292,g,9,10.66
04 DRY FOOD,0450 LIQUOR,กาแลคซี่ บรั่นดี 700 มล,8859361300371,mL,10,430.234
04 DRY FOOD,0430 SALTED GROCERY,ไวไวบะหมี่ต้มยำกุ้งข้น60ก*10,8850100007209,g,21,54.375
06 PHARMACY,0630 WELL BEING,P_COSคลีนซิ่ง_ไวพส์95ก,8858718652873,g,5,24.57
05 FRESH FOOD,0560 PERISHABLE,เมจินมสดรสจืด 946 CC,8850329013616,mL,5,38.22
05 FRESH FOOD,0560 PERISHABLE,IMP_แองเคอร์โพรเซสเชดด้าชีส500,9415007000730,g,16,175
02 HOME LINE,0210 HOUSEWARE,เบสิโคถังขยะกลม7.4ลิตรสีขาว,8851349019510,pc,3,62.75
04 DRY FOOD,0430 SALTED GROCERY,โรซ่าซอสหอยนางรม 660 กรัม,8850511321253,g,10,31.925
04 DRY FOOD,0410 SWEETED GROCE.1,ดูมิลค์ 1พลัส จืด 550ก,8851359700859,g,7,124.564
02 HOME LINE,0230 RECREATION,MXT_รถเหล็กโมเดล #8800-0,8858668630242,pc,24,38.59
04 DRY FOOD,0460 HBA,โพรเทคส์แป้งเมนอะควอ280กแพคคู่,8850006948262,g,9,99.83
06 PHARMACY,0620 OVER THE COUNTER,P_โพวีโดน-ไอโอดีน ขนาด 30 ซีซี,8853042000963,mL,3,34.76
05 FRESH FOOD,0570 FROZEN,S&Pข้าวกะเพราไก่ไข่เจียว230 ก.,8850231840591,g,10,36.64
04 DRY FOOD,0430 SALTED GROCERY,รสดีเมนูลาบสูตรมะนาว30 กรัม,8850250013747,g,95,16.449
04 DRY FOOD,0430 SALTED GROCERY,นอติลุสน้ำพริกทูน่าฮอตชิลลี่30,8850229103813,g,30,19.273
02 HOME LINE,0240 HOME IMPROVEMEN,PANASONICถ่านอัลคาไลน์AAA P.12,8887549781209,pc,19,174
04 DRY FOOD,0460 HBA,โฟกัสULTโรลออน แอดเวนเจอร์20มล,8850092502140,mL,12,21.76
04 DRY FOOD,0450 LIQUOR,สุราคราวน์ 99 350ซีซี.,8855155000984,cc,13,119.691
02 HOME LINE,0240 HOME IMPROVEMEN,PHILILPSหลอดLED10Wวอร์มไวท์,8718696823705,pc,6,90.76
03 SOFT LINE,0322 MEN ESSENTIAL,BESICO BOXERขาสั้นผ้ายืดดำL,2000008716550,pc,5,65
04 DRY FOOD,0460 HBA,ดีแคชอินทัชทรีทเมนท์ 250มล.,8851144101243,mL,2,55.3
04 DRY FOOD,0420 SWEETED GROCE.2,ยูโร่ช็อคโกพาย144ก.ราสเบอร์รี่,8850425007304,g,17,37.357
04 DRY FOOD,0420 SWEETED GROCE.2,WBPปาร์ตี้ขนมอบกรอบ12ก P12,8851004101604,g,65,44.34
02 HOME LINE,0230 RECREATION,BESICOกระเป๋าโน๊ตบุ๊คTP502เทา,8854502035143,pc,2,240
04 DRY FOOD,0460 HBA,แฟซ่าแชมพู480มล ผมดำเงางาม,8851818983786,mL,7,93.951
02 HOME LINE,0240 HOME IMPROVEMEN,WSP-132SPชุดฝักบัว สปา,8851128137756,pc,6,195.61
04 DRY FOOD,0460 HBA,นิ่มพรแชมพู มะกรูดอ่อนโยน400มล,8850694000150,mL,7,52.43
04 DRY FOOD,0410 SWEETED GROCE.1,ไมโลผง  120 กรัม,8850127010077,g,15,30.602
04 DRY FOOD,0470 HOUSEHOLD,มาจิคลีนเบอร์รี่อโรม่า1800 มล.,8851818101401,mL,6,84.392
02 HOME LINE,0230 RECREATION,TM_เกมหมากรุก,8859074842823,pc,2,67
06 PHARMACY,0620 OVER THE COUNTER,P_หมอมียาปัถวีสูตร2 25 มล.,8856482003006,mL,1,54.065
04 DRY FOOD,0430 SALTED GROCERY,ปุ้มปุ้ยแกงส้มใต้ปลา 120 กรัม,8850088815308,g,17,23.73
04 DRY FOOD,0422 SWEETED GROCE.2_SME,โอยั๊วะแซลม่อนหม่าล่า20ก.,8857125291408,g,21,16.239
04 DRY FOOD,0461 FACE & COSMETICS,พอนด์ส ไฮดร้า เจลฟ้า 45กรัม,8851932483391,g,13,242.846
02 HOME LINE,0210 HOUSEWARE,โพลีไบรท์ริฟิลลูกกลิ้ง PX2,8850871167010,pc,7,49.07
01 HARD LINE,0160 MOBILE AND IT,CANON INK TANK GI-790BK,4549292041880,pc,5,239.5
04 DRY FOOD,0440 BEVERAGE,บีเอสซีเซซามิหวานน้อย180มล P3,8851919630053,mL,21,30.98
04 DRY FOOD,0460 HBA,วาสลีน อโล ซูธ โลชั่น 12*480มล,8851932186674,mL,32,211.662
04 DRY FOOD,0430 SALTED GROCERY,IMP_แมคคอร์มิคเม็ดพริกไทยดำ28G,52100030265,g,13,116.084
04 DRY FOOD,0420 SWEETED GROCE.2,นัทวอล์คเกอร์หิมพานน้ำผึ้ง160ก,8850096950275,g,14,110.357
04 DRY FOOD,0460 HBA,ซันซิลซุปเปอร์เซรั่ม ชมพู45มล.,8851932486910,mL,111,64.767
04 DRY FOOD,0461 FACE & COSMETICS,สมูทอีครีม 10กรัม,9300807200100,g,12,115.89
04 DRY FOOD,0450 LIQUOR,เชี่ยงชุนสรสมุนไพ 28ดีกรี625ซซ,8852388000163,cc,65,126.636
04 DRY FOOD,0472 PAPER,มามี่โพโคออร์แกนิคแพ้นท์ XL38,8851111448012,pc,16,562.71
05 FRESH FOOD,0570 FROZEN,EXC_มันฝรั่งโอเคคริสปี้ 500g,8853583523341,g,17,54
04 DRY FOOD,0410 SWEETED GROCE.1,มอคโคน่าทรีโอคลาสสิค15.8ก*27ซ,8851753098835,g,13,101.489
04 DRY FOOD,0472 PAPER,ไลฟ์รี่ซึมซับตลอดคืน L14 ชิ้น,8851111628018,pc,4,449.35
04 DRY FOOD,0430 SALTED GROCERY,คนอร์โจ๊กซองหมูสาหร่าย50กP4,8850144215424,g,28.75,55.611
02 HOME LINE,0210 HOUSEWARE,ฟิล์มถนอมอาหาร 30 ซมX100มล. M WRAP,8850919244215,pc,32,132.83
04 DRY FOOD,0420 SWEETED GROCE.2,เอ็นโอไอมันฝรั่งพริกไทยดำ 100ก,8850291205309,g,11,42.3
02 HOME LINE,0210 HOUSEWARE,เบสิโคเบจ AB ถังน้ำ 66 ลิตร,8853228024530,pc,7,145.2
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_แบลคมอร์สBIOCอะซีโรล่า+40S,93562911,unit,3,227.01
04 DRY FOOD,0410 SWEETED GROCE.1,สก๊อตกิ๊ฟท์บ๊อกซ์ชุดของขวัญ,8852007903134,mL,9,506.5
02 HOME LINE,0240 HOME IMPROVEMEN,ริช หลอดT8วิสดอม10W0.6แสงขาว,8859224202491,pc,12,47.66
04 DRY FOOD,0420 SWEETED GROCE.2,เวเฟอร์กัสเซน100กรัมรสช็อค,8850425003696,g,26,22.164
04 DRY FOOD,0460 HBA,นีเวียซันบอดี้วิตซีSPF50 30มล,42417491,mL,8,35.26
04 DRY FOOD,0461 FACE & COSMETICS,อินทูอิท ทรูสกิน คุชชั่น 1N,8858000028188,g,4,273.364
04 DRY FOOD,0430 SALTED GROCERY,HPPพาร์สเล่ย์10ก. ขวดPET,8850885910466,g,17,27
06 PHARMACY,0620 OVER THE COUNTER,P_DUREXเพอร์ฟอร์มา10ชิ้น,8850360032430,unit,3,222.12
04 DRY FOOD,0440 BEVERAGE,WBPร็อคเมาเท็น โซดา 325มล P24,8851994112109,mL,0,
05 FRESH FOOD,0530 PRODUCE,เมล็ดฟักทองกะเทาะเปลือก,8859340404243,pc,48,116
04 DRY FOOD,0430 SALTED GROCERY,อัมพวากะทิ100% 500มล.,8850161166204,mL,39,42.778
02 HOME LINE,0210 HOUSEWARE,BKS PDQชุดมีด 3ชิ้น,2000008619547,pc,40,74.788
04 DRY FOOD,0420 SWEETED GROCE.2,ยูปี้ฟรุตเยลลี่กลิ่นผลไม้30ก,8992741902922,g,31,8.519
04 DRY FOOD,0410 SWEETED GROCE.1,เพรียว พลัส 10 ซอง,8850389301128,pc,22,53.21
06 PHARMACY,0630 WELL BEING,P_CYBELE สการเจลคิดส์ 9 กรัม,8858663804174,g,1,150
02 HOME LINE,0210 HOUSEWARE,ซุปเปอร์ล็อค กล่องแก้ว640ML1X2,8851251862204,pc,7,144
04 DRY FOOD,0430 SALTED GROCERY,WBPง่วนเชียง ซอสปรุงน้ำตาล4.3L,8851912080084,mL,8,133.98
04 DRY FOOD,0461 FACE & COSMETICS,ไลฟ์ฟอร์ด โบรว์ อัพ มาสคาร่า03,8858072005322,pc,14,120.75
02 HOME LINE,0230 RECREATION,ชุดไม้แบตแพคคู่พร้อมลูกแบต2ลูก,8851918010092,pc,2,110.59
04 DRY FOOD,0410 SWEETED GROCE.1,โอวัลติน คลาสสิค 700 กรัม,8850086139000,g,17,135.365
04 DRY FOOD,0460 HBA,นีเวียดีโอเมนดีพสเปรย์150มล,8850029025315,mL,11,130.38
06 PHARMACY,0610 PRESCRIPTION,P_ดีโทรท สเปรย์ 0.3% เลมอน15มล,8851900310766,mL,3,165
02 HOME LINE,0230 RECREATION,TRI ผ้าคลุมกระเป๋าเดินทางSIZEL,8854502036720,pc,8,195
05 FRESH FOOD,0560 PERISHABLE,แต้จิ๋วลูกชิ้นปลารักบี้,8850706000284,,5,28.96
02 HOME LINE,0210 HOUSEWARE,สวอชแปรงขัดพื้นพร้อมที่จับ,4895057865063,pc,9,104.02
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,M&Gปกจ.SNOOPYSGPK35R2A0.5MMBL,6927036705874,pc,10,14
02 HOME LINE,0230 RECREATION,*AUC ลูกบาสเก็ตบอล NO.7 FBT,8850728353535,pc,5,110
04 DRY FOOD,0460 HBA,ยาสีฟันเซ็นโซดายน์ รีแพร์ แอนด์ โพรเทคท์ ไวท์เทนนิ,8851007197925,g,15,160.24
04 DRY FOOD,0460 HBA,แพรอทLQSเชอร์รี่โกล์ว450มล.1+1,8851929022640,mL,25,132.68
02 HOME LINE,0210 HOUSEWARE,เบสิโคตะกร้าSENN(XL)26X37X24CM,8851349018032,pc,6,85
04 DRY FOOD,0460 HBA,คอลเกตแอดวานส์ไวท์เทนนิ่ง 80ก,8850006320679,g,16,34.361
04 DRY FOOD,0430 SALTED GROCERY,เด็กสมบูรณ์น้ำปลาแท้ 700 ซีซี.,8850206230518,cc,0,25.935
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,BRR เทปลบคำผิดคุโรมิ KU8129 6M,8856602091814,pc,11,40
04 DRY FOOD,0460 HBA,เบนเนทC&E 6X25  150กรัม,8850784995892,g,103,44.36
04 DRY FOOD,0460 HBA,คอลเกตโททอล แอดวานซ์ เฟรช 150ก แพคเดี่ยว,8850006325636,g,6,98.813
04 DRY FOOD,0461 FACE & COSMETICS,DI_มาส์กน้ำผึ้ง 25 มล.,8809628885479,mL,20,10
02 HOME LINE,0240 HOME IMPROVEMEN,BES ปลั๊กไฟ1สวิตซ์2ช2U1C1.5M G,8859894500156,pc,2,120
04 DRY FOOD,0430 SALTED GROCERY,WBPไวไวควิกกุ้งนึ่งมะนาว55GP30,8850100003720,g,10,133.67
04 DRY FOOD,0470 HOUSEHOLD,แวนิชขจัดคราบสูตรน้ำ500ML.,8850360101112,cc,16,70.965
04 DRY FOOD,0472 PAPER,MAMYPOKO NB84,8851111400461,pc,13,562.71
06 PHARMACY,0620 OVER THE COUNTER,P_ไบโอฟลอร์ จุลลินทรีย์รักษาท้องเสีย กล่อง,3583315558079,,12,275
05 FRESH FOOD,0570 FROZEN,โออิชิเทรนดี้ ราเมนหอยลายผัดพริกเผา,8859501350006,g,6,51.87
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,M&Gกรรไกร152มม.MIFFYFSSN2201,6941025112863,pc,5,36.4
